frame_id,ts_ns,e2e_ms,pre_ms,inf_ms,post_ms,host_overhead_ms,valid,occluded_count,depth_invalid_ratio,constraint_reason,box_conf
61,1776494440531080000,13.22,0.988,10.478,1.626,0.128,0,0,1.0,,0.0
61,1776494440531080000,12.511,1.455,9.139,1.698,0.218,0,0,1.0,,0.0
62,1776494440564412000,13.26,1.155,10.459,1.513,0.133,0,0,1.0,,0.0
62,1776494440564412000,14.112,0.894,9.02,4.004,0.193,0,0,1.0,,0.0
63,1776494440589409000,13.749,1.842,10.166,1.424,0.316,0,0,1.0,,0.0
63,1776494440589409000,12.551,0.887,8.789,2.718,0.158,0,0,1.0,,0.0
64,1776494440614415000,13.786,0.997,10.179,2.403,0.207,0,0,1.0,,0.0
64,1776494440614415000,12.146,1.075,9.377,1.527,0.167,0,0,1.0,,0.0
64,1776494440614415000,13.371,1.064,10.687,1.416,0.205,0,0,1.0,,0.0
65,1776494440647744000,13.318,0.881,8.892,3.353,0.192,0,0,1.0,,0.0
66,1776494440672767000,12.983,1.088,10.47,1.239,0.186,0,0,1.0,,0.0
66,1776494440672767000,13.184,0.949,8.827,3.188,0.218,0,0,1.0,,0.0
67,1776494440697761000,14.233,3.821,8.56,1.666,0.186,0,0,1.0,,0.0
67,1776494440697761000,11.332,0.917,8.85,1.44,0.124,0,0,1.0,,0.0
67,1776494440697761000,14.424,0.92,10.99,2.135,0.379,0,0,1.0,,0.0
68,1776494440731116000,11.968,0.992,9.046,1.535,0.396,0,0,1.0,,0.0
68,1776494440731116000,13.32,1.032,10.627,1.499,0.163,0,0,1.0,,0.0
69,1776494440756104000,13.143,0.973,9.313,2.164,0.693,0,0,1.0,,0.0
70,1776494440789876000,13.449,0.996,10.68,1.494,0.278,0,0,1.0,,0.0
70,1776494440789876000,11.549,0.891,8.904,1.628,0.126,0,0,1.0,,0.0
70,1776494440789876000,14.556,1.672,10.639,1.821,0.424,0,0,1.0,,0.0
71,1776494440814433000,12.187,1.186,9.328,1.468,0.205,0,0,1.0,,0.0
71,1776494440814433000,13.583,1.061,10.823,1.535,0.164,0,0,1.0,,0.0
72,1776494440839434000,11.924,0.883,8.774,2.027,0.239,0,0,1.0,,0.0
