frame_id,ts_ns,e2e_ms,pre_ms,inf_ms,post_ms,host_overhead_ms,valid,occluded_count,depth_invalid_ratio,constraint_reason,box_conf
143,1776747561454858000,11.212,1.547,0.002,4.882,4.781,1,0,0.0,,0.953
143,1776747561454858000,13.845,2.037,0.521,7.68,3.607,1,0,0.0,,0.61
144,1776747561479898000,15.276,2.187,0.1,7.596,5.392,1,0,0.0,,0.61
144,1776747561479898000,12.321,4.495,0.005,5.491,2.33,1,0,0.0,,0.922
145,1776747561504898000,13.343,2.138,0.121,5.391,5.693,1,0,0.0,,0.922
145,1776747561504898000,13.218,1.191,0.16,5.542,6.325,1,0,0.0,,0.638
146,1776747561538207000,10.501,2.905,0.009,5.674,1.913,1,0,0.0,,0.638
146,1776747561538207000,9.223,2.853,0.011,4.364,1.995,1,0,0.0,,0.638
147,1776747561571580000,10.505,3.184,0.002,4.408,2.911,1,0,0.0,,0.638
147,1776747561571580000,11.572,3.164,0.002,5.199,3.207,1,0,0.0,,0.638
147,1776747561571580000,13.387,1.545,0.257,7.632,3.954,1,0,0.0,,0.956
148,1776747561604882000,12.058,2.236,0.002,4.787,5.035,1,0,0.0,,0.956
148,1776747561604882000,11.443,2.329,0.103,5.505,3.507,1,0,0.0,,0.941
149,1776747561638203000,12.189,1.116,0.002,5.614,5.457,1,0,0.0,,0.941
149,1776747561638203000,13.365,7.408,0.002,4.836,1.118,1,0,0.0,,0.631
150,1776747561671555000,12.636,1.968,3.004,6.085,1.579,1,0,0.0,,0.631
151,1776747561696559000,11.057,3.109,0.002,5.066,2.879,1,0,0.0,,0.961
151,1776747561696559000,9.834,3.586,0.013,4.324,1.911,1,0,0.0,,0.961
151,1776747561696559000,11.317,3.181,0.013,5.416,2.707,1,0,0.0,,0.444
152,1776747561721537000,12.437,1.58,0.095,6.495,4.266,1,0,0.0,,0.444
153,1776747561746543000,14.421,7.76,0.002,5.02,1.639,1,0,0.0,,0.958
153,1776747561746543000,11.296,1.542,0.014,6.428,3.312,1,0,0.0,,0.958
153,1776747561746543000,11.098,2.857,0.003,4.391,3.847,1,0,0.0,,0.958
154,1776747561771595000,10.917,3.124,0.008,4.997,2.788,1,0,0.0,,0.958
155,1776747561804884000,12.56,1.588,0.136,6.628,4.207,1,0,0.0,,0.958
155,1776747561804884000,15.695,5.347,0.002,8.633,1.714,1,0,0.0,,0.96
156,1776747561829897000,12.958,1.32,0.268,5.468,5.903,1,0,0.0,,0.96
156,1776747561829897000,10.281,2.645,0.007,4.741,2.888,1,1,0.0,,0.96
156,1776747561829897000,11.975,2.49,0.003,5.225,4.256,1,0,0.0,,0.96
157,1776747561863221000,11.263,2.839,0.012,5.105,3.306,1,0,0.0,,0.96
157,1776747561863221000,11.682,1.585,0.002,4.701,5.394,1,0,0.0,,0.96
158,1776747561888224000,9.751,2.933,0.002,4.706,2.111,1,0,0.0,,0.883
158,1776747561888224000,10.233,3.144,0.001,3.973,3.114,1,0,0.0,,0.883
159,1776747561921552000,17.766,7.919,0.001,8.962,0.883,1,0,0.0,,0.935
160,1776747561946534000,13.824,4.031,0.004,7.798,1.99,1,0,0.0,,0.935
160,1776747561946534000,9.698,3.381,0.007,4.684,1.625,1,0,0.0,,0.505
160,1776747561946534000,9.39,3.207,0.002,4.218,1.963,1,0,0.0,,0.391
161,1776747561971538000,10.504,3.541,0.002,4.707,2.255,1,0,0.0,,0.391
